0.000000 -0.176777 0.000000 0.000000 0.000000 0.353553 -0.250000
0.001000 -0.176777 0.000354 -0.000250 0.000707 0.353553 -0.250000
0.002000 -0.176776 0.000707 -0.000500 0.001414 0.353552 -0.250000
0.003000 -0.176775 0.001061 -0.000750 0.002121 0.353549 -0.250000
0.004000 -0.176772 0.001414 -0.001000 0.002828 0.353544 -0.250000
0.005000 -0.176770 0.001768 -0.001250 0.003535 0.353538 -0.250000
0.006000 -0.176766 0.002121 -0.001500 0.004243 0.353531 -0.250000
0.007000 -0.176762 0.002475 -0.001750 0.004950 0.353522 -0.250000
0.008000 -0.176757 0.002828 -0.002000 0.005657 0.353511 -0.250000
0.009000 -0.176751 0.003182 -0.002250 0.006364 0.353499 -0.250000
0.010000 -0.176745 0.003535 -0.002500 0.007071 0.353486 -0.250000
0.011000 -0.176738 0.003889 -0.002750 0.007778 0.353471 -0.250000
0.012000 -0.176730 0.004242 -0.003000 0.008485 0.353454 -0.250000
0.013000 -0.176722 0.004596 -0.003250 0.009192 0.353436 -0.250000
0.014000 -0.176712 0.004949 -0.003500 0.009898 0.353417 -0.250000
0.015000 -0.176702 0.005303 -0.003750 0.010605 0.353396 -0.250000
0.016000 -0.176692 0.005656 -0.004000 0.011312 0.353373 -0.250000
0.017000 -0.176681 0.006009 -0.004250 0.012019 0.353349 -0.250000
0.018000 -0.176669 0.006363 -0.004500 0.012726 0.353324 -0.250000
0.019000 -0.176656 0.006716 -0.004750 0.013432 0.353296 -0.250000
0.020000 -0.176642 0.007069 -0.005000 0.014139 0.353268 -0.250000
0.021000 -0.176628 0.007423 -0.005250 0.014846 0.353238 -0.250000
0.022000 -0.176613 0.007776 -0.005500 0.015552 0.353206 -0.250000
0.023000 -0.176598 0.008129 -0.005750 0.016259 0.353173 -0.250000
0.024000 -0.176582 0.008482 -0.006000 0.016965 0.353139 -0.250000
0.025000 -0.176565 0.008835 -0.006250 0.017672 0.353103 -0.250000
0.026000 -0.176547 0.009188 -0.006500 0.018378 0.353065 -0.250000
0.027000 -0.176529 0.009542 -0.006750 0.019084 0.353026 -0.250000
0.028000 -0.176509 0.009895 -0.007000 0.019790 0.352986 -0.250000
0.029000 -0.176490 0.010248 -0.007250 0.020497 0.352944 -0.250000
0.030000 -0.176469 0.010601 -0.007500 0.021203 0.352900 -0.250000
0.031000 -0.176448 0.010953 -0.007750 0.021909 0.352855 -0.250000
0.032000 -0.176426 0.011306 -0.008000 0.022614 0.352808 -0.250000
0.033000 -0.176403 0.011659 -0.008250 0.023320 0.352760 -0.250000
0.034000 -0.176380 0.012012 -0.008500 0.024026 0.352711 -0.250000
0.035000 -0.176356 0.012365 -0.008750 0.024732 0.352660 -0.250000
0.036000 -0.176331 0.012717 -0.009000 0.025437 0.352607 -0.250000
0.037000 -0.176306 0.013070 -0.009250 0.026143 0.352553 -0.250000
0.038000 -0.176280 0.013422 -0.009500 0.026848 0.352498 -0.250000
0.039000 -0.176253 0.013775 -0.009750 0.027554 0.352441 -0.250000
0.040000 -0.176225 0.014127 -0.010000 0.028259 0.352382 -0.250000
0.041000 -0.176197 0.014480 -0.010250 0.028964 0.352322 -0.250000
0.042000 -0.176168 0.014832 -0.010500 0.029669 0.352260 -0.250000
0.043000 -0.176138 0.015184 -0.010750 0.030374 0.352197 -0.250000
0.044000 -0.176108 0.015536 -0.011000 0.031079 0.352133 -0.250000
0.045000 -0.176077 0.015889 -0.011250 0.031783 0.352067 -0.250000
0.046000 -0.176045 0.016241 -0.011500 0.032488 0.351999 -0.250000
0.047000 -0.176013 0.016593 -0.011750 0.033192 0.351930 -0.250000
0.048000 -0.175980 0.016945 -0.012000 0.033897 0.351860 -0.250000
0.049000 -0.175946 0.017296 -0.012250 0.034601 0.351788 -0.250000
0.050000 -0.175911 0.017648 -0.012500 0.035305 0.351714 -0.250000
0.051000 -0.175876 0.018000 -0.012750 0.036009 0.351639 -0.250000
0.052000 -0.175840 0.018352 -0.013000 0.036713 0.351563 -0.250000
0.053000 -0.175803 0.018703 -0.013250 0.037417 0.351485 -0.250000
0.054000 -0.175766 0.019055 -0.013500 0.038120 0.351405 -0.250000
0.055000 -0.175728 0.019406 -0.013750 0.038824 0.351325 -0.250000
0.056000 -0.175689 0.019757 -0.014000 0.039527 0.351242 -0.250000
0.057000 -0.175649 0.020109 -0.014250 0.040230 0.351158 -0.250000
0.058000 -0.175609 0.020460 -0.014500 0.040933 0.351073 -0.250000
0.059000 -0.175568 0.020811 -0.014750 0.041636 0.350986 -0.250000
0.060000 -0.175526 0.021162 -0.015000 0.042339 0.350897 -0.250000
0.061000 -0.175484 0.021513 -0.015250 0.043042 0.350807 -0.250000
0.062000 -0.175441 0.021864 -0.015500 0.043744 0.350716 -0.250000
0.063000 -0.175397 0.022214 -0.015750 0.044447 0.350623 -0.250000
0.064000 -0.175353 0.022565 -0.016000 0.045149 0.350529 -0.250000
0.065000 -0.175308 0.022915 -0.016250 0.045851 0.350433 -0.250000
0.066000 -0.175262 0.023266 -0.016500 0.046553 0.350336 -0.250000
0.067000 -0.175215 0.023616 -0.016750 0.047254 0.350237 -0.250000
0.068000 -0.175168 0.023966 -0.017000 0.047956 0.350136 -0.250000
0.069000 -0.175120 0.024317 -0.017250 0.048657 0.350035 -0.250000
0.070000 -0.175071 0.024667 -0.017500 0.049359 0.349931 -0.250000
0.071000 -0.175022 0.025017 -0.017750 0.050060 0.349826 -0.250000
0.072000 -0.174972 0.025366 -0.018000 0.050760 0.349720 -0.250000
0.073000 -0.174921 0.025716 -0.018250 0.051461 0.349612 -0.250000
0.074000 -0.174870 0.026066 -0.018500 0.052162 0.349503 -0.250000
0.075000 -0.174818 0.026415 -0.018750 0.052862 0.349392 -0.250000
0.076000 -0.174765 0.026765 -0.019000 0.053562 0.349280 -0.250000
0.077000 -0.174711 0.027114 -0.019250 0.054262 0.349166 -0.250000
0.078000 -0.174657 0.027463 -0.019500 0.054962 0.349051 -0.250000
0.079000 -0.174602 0.027812 -0.019750 0.055661 0.348935 -0.250000
0.080000 -0.174546 0.028161 -0.020000 0.056361 0.348816 -0.250000
0.081000 -0.174490 0.028510 -0.020250 0.057060 0.348697 -0.250000
0.082000 -0.174433 0.028859 -0.020500 0.057759 0.348576 -0.250000
0.083000 -0.174375 0.029207 -0.020750 0.058458 0.348453 -0.250000
0.084000 -0.174317 0.029556 -0.021000 0.059156 0.348329 -0.250000
0.085000 -0.174257 0.029904 -0.021250 0.059854 0.348203 -0.250000
0.086000 -0.174198 0.030252 -0.021500 0.060553 0.348076 -0.250000
0.087000 -0.174137 0.030600 -0.021750 0.061250 0.347948 -0.250000
0.088000 -0.174076 0.030948 -0.022000 0.061948 0.347818 -0.250000
0.089000 -0.174014 0.031296 -0.022250 0.062646 0.347687 -0.250000
0.090000 -0.173951 0.031644 -0.022500 0.063343 0.347554 -0.250000
0.091000 -0.173888 0.031991 -0.022750 0.064040 0.347419 -0.250000
0.092000 -0.173824 0.032339 -0.023000 0.064737 0.347283 -0.250000
0.093000 -0.173759 0.032686 -0.023250 0.065434 0.347146 -0.250000
0.094000 -0.173694 0.033033 -0.023500 0.066130 0.347007 -0.250000
0.095000 -0.173628 0.033380 -0.023750 0.066826 0.346867 -0.250000
0.096000 -0.173561 0.033727 -0.024000 0.067522 0.346725 -0.250000
0.097000 -0.173493 0.034074 -0.024250 0.068218 0.346582 -0.250000
0.098000 -0.173425 0.034420 -0.024500 0.068913 0.346437 -0.250000
0.099000 -0.173356 0.034767 -0.024750 0.069608 0.346291 -0.250000
0.100000 -0.173286 0.035113 -0.025000 0.070303 0.346143 -0.250000
0.101000 -0.173216 0.035459 -0.025250 0.070998 0.345994 -0.250000
0.102000 -0.173145 0.035805 -0.025500 0.071692 0.345843 -0.250000
0.103000 -0.173073 0.036151 -0.025750 0.072387 0.345691 -0.250000
0.104000 -0.173001 0.036497 -0.026000 0.073081 0.345538 -0.250000
